SalesOrderNumber,OrderDate,ProductKey,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,Markup
SO60995,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61000,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61008,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61014,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61017,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61027,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO61034,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61050,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61052,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61078,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61084,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61087,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61088,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61091,2020-06-28,214,1,34.99,13.09,34.99,21.90
SO61111,2020-06-29,214,1,34.99,13.09,34.99,21.90
SO61128,2020-06-29,214,1,34.99,13.09,34.99,21.90
SO61136,2020-06-29,214,1,34.99,13.09,34.99,21.90
SO61280,2020-06-30,214,1,34.99,13.09,34.99,21.90
SO61285,2020-06-30,214,1,34.99,13.09,34.99,21.90
SO61298,2020-06-30,214,1,34.99,13.09,34.99,21.90
SO61304,2020-06-30,214,1,34.99,13.09,34.99,21.90
SO61320,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61327,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61329,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61345,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61350,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61351,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61353,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61365,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61370,2020-07-01,214,1,34.99,13.09,34.99,21.90
SO61393,2020-07-02,214,1,34.99,13.09,34.99,21.90
SO61416,2020-07-02,214,1,34.99,13.09,34.99,21.90
SO61425,2020-07-02,214,1,34.99,13.09,34.99,21.90
SO61426,2020-07-02,214,1,34.99,13.09,34.99,21.90
SO61429,2020-07-03,214,1,34.99,13.09,34.99,21.90
SO61470,2020-07-03,214,1,34.99,13.09,34.99,21.90
SO61490,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61523,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61526,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61528,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61530,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61537,2020-07-04,214,1,34.99,13.09,34.99,21.90
SO61551,2020-07-05,214,1,34.99,13.09,34.99,21.90
SO61554,2020-07-05,214,1,34.99,13.09,34.99,21.90
SO61569,2020-07-05,214,1,34.99,13.09,34.99,21.90
SO61579,2020-07-05,214,1,34.99,13.09,34.99,21.90
SO61593,2020-07-05,214,1,34.99,13.09,34.99,21.90
SO61600,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61601,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61606,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61607,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61614,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61615,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61619,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61654,2020-07-06,214,1,34.99,13.09,34.99,21.90
SO61658,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61672,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61675,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61676,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61689,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61707,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61714,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61729,2020-07-07,214,1,34.99,13.09,34.99,21.90
SO61734,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61736,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61742,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61763,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61766,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61774,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61781,2020-07-08,214,1,34.99,13.09,34.99,21.90
SO61792,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61795,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61802,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61809,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61814,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61817,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61818,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61822,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61833,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61836,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61837,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61850,2020-07-09,214,1,34.99,13.09,34.99,21.90
SO61887,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61894,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61905,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61912,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61915,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61916,2020-07-10,214,1,34.99,13.09,34.99,21.90
SO61941,2020-07-11,214,1,34.99,13.09,34.99,21.90
SO61950,2020-07-11,214,1,34.99,13.09,34.99,21.90
SO61955,2020-07-11,214,1,34.99,13.09,34.99,21.90
SO61964,2020-07-11,214,1,34.99,13.09,34.99,21.90
SO61965,2020-07-11,214,1,34.99,13.09,34.99,21.90
SO61977,2020-07-12,214,1,34.99,13.09,34.99,21.90
SO62010,2020-07-12,214,1,34.99,13.09,34.99,21.90
SO62015,2020-07-12,214,1,34.99,13.09,34.99,21.90
SO62020,2020-07-12,214,1,34.99,13.09,34.99,21.90
SO62027,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62033,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62035,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62037,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62041,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62052,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62058,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62059,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62061,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62065,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62086,2020-07-13,214,1,34.99,13.09,34.99,21.90
SO62102,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62105,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62140,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62142,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62146,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62151,2020-07-14,214,1,34.99,13.09,34.99,21.90
SO62178,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62195,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62201,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62217,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62218,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62226,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62229,2020-07-15,214,1,34.99,13.09,34.99,21.90
SO62235,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62247,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62266,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62275,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62280,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62282,2020-07-16,214,1,34.99,13.09,34.99,21.90
SO62294,2020-07-17,214,1,34.99,13.09,34.99,21.90
SO62295,2020-07-17,214,1,34.99,13.09,34.99,21.90
SO62298,2020-07-17,214,1,34.99,13.09,34.99,21.90
SO62331,2020-07-17,214,1,34.99,13.09,34.99,21.90
